"sgd_005434","lyr_08282","0.9778220450196209"
"sgd_027210","lyr_11074","0.9854226736334175"
"sgd_025810","lyr_07724","0.9767565395270553"
"sgd_005000","lyr_10429","0.9913947298315274"
"sgd_001618","lyr_07911","0.9913947298315274"
"sgd_028921","lyr_04021","0.9913947298315274"
"sgd_005067","lyr_11669","0.9913947298315274"
"sgd_005038","lyr_01661","0.9913947298315274"
"sgd_004921","lyr_10574","0.9913947298315274"
"sgd_004890","lyr_12406","0.9913947298315274"
"sgd_028919","lyr_04099","0.9913947298315274"
"sgd_034439","lyr_06742","0.9913947298315274"
"sgd_025353","lyr_00590","0.9913947298315274"
"sgd_031246","lyr_10173","0.9913947298315274"
"sgd_004143","lyr_13326","0.9913947298315274"
"sgd_033802","lyr_02564","0.9913947298315274"
"sgd_005334","lyr_03171","0.9913947298315274"
"sgd_000165","lyr_08815","0.9913947298315274"
"sgd_031138","lyr_12774","0.9913947298315274"
"sgd_004041","lyr_13388","0.9913947298315274"
"sgd_026565","lyr_03583","0.9913947298315274"
"sgd_004096","lyr_13150","0.9913947298315274"
"sgd_023068","lyr_08688","0.9913947298315274"
"sgd_031337","lyr_01794","0.9913947298315274"
"sgd_025755","lyr_07839","0.9913947298315274"
"sgd_026325","lyr_08547","0.9913947298315274"
"sgd_031178","lyr_12426","0.9913947298315274"
"sgd_031130","lyr_12821","0.9913947298315274"
"sgd_031388","lyr_12166","0.9913947298315274"
"sgd_029553","lyr_13319","0.9913947298315274"
"sgd_003792","lyr_04049","0.9756267872309748"
"sgd_031805","lyr_02957","0.9913947298315274"
"sgd_006650","lyr_00294","0.9913947298315274"
"sgd_030705","lyr_09840","0.9913947298315274"
"sgd_027934","lyr_05614","0.9913947298315274"
"sgd_029331","lyr_13495","0.9913947298315274"
"sgd_000205","lyr_08783","0.9913947298315274"
"sgd_031170","lyr_12290","0.9913947298315274"
"sgd_004928","lyr_10668","0.9846524854011974"
"sgd_022994","lyr_08685","0.9913947298315274"
"sgd_003292","lyr_09327","0.9913947298315274"
"sgd_002256","lyr_09969","0.9913947298315274"
"sgd_029554","lyr_13318","0.9913947298315274"
"sgd_023399","lyr_05923","0.9913947298315274"
"sgd_031175","lyr_12423","0.9913947298315274"
"sgd_025437","lyr_00498","0.9913947298315274"
"sgd_000164","lyr_08829","0.9913947298315274"
"sgd_001418","lyr_00625","0.9913947298315274"
"sgd_004317","lyr_04694","0.9913947298315274"
"sgd_028359","lyr_13938","0.9913947298315274"
"sgd_004904","lyr_12403","0.9913947298315274"
"sgd_026558","lyr_03617","0.9913947298315274"
"sgd_004840","lyr_12818","0.9913947298315274"
"sgd_005396","lyr_03145","0.9913947298315274"
"sgd_004323","lyr_05359","0.9913947298315274"
"sgd_023435","lyr_05871","0.9913947298315274"
"sgd_031142","lyr_12747","0.9913947298315274"
"sgd_033595","lyr_00242","0.9888471781840871"
"sgd_025856","lyr_08090","0.9913947298315274"
"sgd_023351","lyr_05924","0.9913947298315274"
"sgd_029583","lyr_13218","0.9913947298315274"
"sgd_025667","lyr_00826","0.9913947298315274"
"sgd_025444","lyr_00550","0.9913947298315274"
"sgd_023359","lyr_05976","0.9913947298315274"
"sgd_005012","lyr_01680","0.9913947298315274"
"sgd_023414","lyr_05982","0.9913947298315274"
"sgd_003283","lyr_09339","0.9913947298315274"
